Date,Close,High,Low,Open,Volume,RSI_14,RSI_7,RSI_21,STOCH_K,STOCH_D,WILLIAMS_R,ROC_10,ROC_20,CCI,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_12,EMA_26,EMA_50,MACD,MACD_SIGNAL,MACD_HISTOGRAM,ADX,ADX_POS,ADX_NEG,BB_HIGH,BB_LOW,BB_MID,BB_WIDTH,BB_PERCENT,ATR,RETURN_1D,RETURN_3D,RETURN_7D,RETURN_14D,RETURN_30D,LOG_RETURN_1D,LOG_RETURN_7D,VOLATILITY_7D,VOLATILITY_14D,VOLATILITY_30D,PRICE_POSITION_14D,DIST_SMA_20,DIST_SMA_50,DIST_SMA_200,SMA_CROSS_20_50,SMA_CROSS_50_200,EMA_CROSS_12_26,VOLUME_SMA_20,VOLUME_RATIO,BODY_SIZE,UPPER_WICK,LOWER_WICK,BULLISH_CANDLE,YEAR,MONTH,DAY,DAY_OF_WEEK,QUARTER,IS_WEEKEND,IS_MONDAY,IS_FRIDAY,MONTH_SIN,MONTH_COS,DAY_OF_WEEK_SIN,DAY_OF_WEEK_COS,BULL_MARKET_20,BULL_MARKET_50,BULL_MARKET_200,STRONG_UPTREND,STRONG_DOWNTREND,HIGH_VOLATILITY,LOW_VOLATILITY,MOMENTUM_REGIME,TARGET,TARGET_2D,TARGET_STRONG
2020-07-18,9159.0400390625,9230.9833984375,9100.82421875,9151.18359375,12252601475,45.716689168188154,41.81449892125629,47.92655439302302,38.456920029710325,36.0300954581717,-61.543079970289675,-2.8562097724683526,0.1690585566976837,-43.28724879202014,9175.7421875,9219.5947265625,9211.31748046875,9394.7158203125,8915.89513671875,8534.130849609375,9207.3003687895,9245.596909270816,9213.858133045618,-38.2965404813167,-34.04073090418213,-4.255809577134563,14.730873503902268,14.928881969912448,19.29455935419992,9389.681326887088,9032.953634050411,9211.31748046875,3.872710864575737,0.35345280880622826,169.83752393435574,0.0008356608977502233,-0.003676435828889768,-0.008799089844078178,0.002907395771535093,-0.026859865787828507,0.0008353119275824921,-0.008838030431223779,0.003981801649304625,0.012578084683836732,0.013718735765941898,0.38456920029710323,-0.0056753489950917765,-0.025085993632765428,0.07322470213609722,0,1,0,15506736739.5,0.7901469974523521,0.0008577804310269364,0.007854901722032867,0.0054983245826223815,1,2020,7,18,5,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,1,0,0,0,1,1,1,1,0
2020-07-19,9185.8173828125,9201.3984375,9097.6328125,9158.005859375,12939002784,47.09189906758826,46.39436308189071,48.61204255310209,32.464245821199185,35.92079355768672,-67.53575417880081,-0.9932174035872744,-0.05480566991112408,-45.83452582544041,9164.262890625,9210.3796875,9211.065625,9384.42388671875,8939.09837890625,8544.059064941406,9203.995294023807,9241.16879619983,9212.758495781574,-37.17350217602325,-34.66728515855036,-2.506217017472892,14.61604869654381,14.258753572359506,18.566521495905285,9389.5585161824,9032.572733817598,9211.065625,3.875618705786842,0.42927381583589724,165.11810258190175,0.002923597193133398,0.00586821161877249,-0.009775520636824186,0.012329260566158018,-0.011003549494786546,0.0029193317943758054,-0.00982361472518818,0.0037803417052830078,0.012442809632676006,0.01353287487327597,0.32464245821199184,-0.002741077223353218,-0.02116341997161138,0.07511164342301921,0,1,0,15330659524.8,0.8439951825339882,0.0030276590833971826,0.0016962077557358772,0.0065724196725229335,1,2020,7,19,6,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,0,1,1,0,1,0
2020-07-20,9164.2314453125,9214.2705078125,9137.509765625,9187.220703125,13755604146,46.078480365832235,43.196659575169875,48.07635946320477,20.83191465213937,30.584360167682945,-79.16808534786063,-1.2348156853986934,0.28713395577038475,-37.01212862050944,9158.541796875,9198.9220703125,9212.3775390625,9378.48734375,8962.14986328125,8554.95287109375,9197.877778837452,9235.46973317114,9210.855474194552,-37.59195433368768,-35.25221899357783,-2.339735340109854,14.364460453280888,14.345424217721616,17.925500334815297,9389.079544983571,9035.675533141428,9212.3775390625,3.8361868078423087,0.36376472214043437,158.8068625537302,-0.0023499201650132306,0.0014029413641580835,-0.008587854305247222,-0.0225314635113264,-0.01801363433213865,-0.0023526855605594836,-0.00862494241689149,0.0036931007762211485,0.008278345198003014,0.013503617233715938,0.20831914652139372,-0.005226239756875969,-0.022845464368012748,0.07121939575815028,0,1,0,15231649844.9,0.9030935116070684,0.002508585466188656,0.002951671926764351,0.002915866960253184,0,2020,7,20,0,3,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,1,0,0,0,1,1,1,1,1
2020-07-21,9374.8876953125,9407.2626953125,9149.3896484375,9162.5146484375,18069581956,56.02435620067609,68.17268094108437,53.34452502920921,79.12268754965385,44.139616007664124,-20.877312450346157,1.4560169687221092,1.5881809201353891,100.13116045819577,9207.073828125,9212.376171875,9219.7056640625,9362.6397265625,8986.187822265625,8565.102888183594,9225.110073679767,9245.796989626057,9217.288110316826,-20.686915946289446,-32.339158384120154,11.652242437830708,14.328375396340816,21.062687680114795,15.935068837608817,9410.073302755041,9029.338025369958,9219.7056640625,4.129581694447708,0.9075851135093166,165.88301857667807,0.02298678850016933,0.023566624376509804,0.01424545942752986,0.013251910530473365,0.007659140937199327,0.022726572419009328,0.014144946316020512,0.009923900095773012,0.009878585327136102,0.014155999754777998,0.7912268754965385,0.016831560236774647,0.0013081747357266708,0.09454466778748034,0,1,0,15336551424.95,1.1782037209880063,0.02265339636881067,0.00345337470188445,0.0014000167710342363,1,2020,7,21,1,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,1,1,0,0,0,1,1,1,1,0
2020-07-22,9525.36328125,9530.5185546875,9319.6533203125,9375.080078125,16532254884,61.48878209813511,76.70763880368654,56.64385628462718,98.83251616099291,66.26237278759537,-1.167483839007097,2.682728197596076,4.405733361934207,210.34793784784662,9281.86796875,9237.2625,9239.8033203125,9362.55091796875,9012.991079101563,8575.676420898437,9271.30287484442,9266.505603820422,9229.369489569108,4.797271023997382,-24.911872502496646,29.709143526494028,15.11820745630026,24.39308459770858,14.515692909807528,9466.640102026524,9012.966538598475,9239.8033203125,4.909991562598594,1.1294392795995252,169.09603399084395,0.016050921443329758,0.03696414638862966,0.03617233399178721,0.010291349844887554,-0.012784547655346423,0.015923467431184803,0.03553347555532227,0.010519905740672382,0.009484459127871858,0.01272143014049158,0.988325161609929,0.030905415520018065,0.01738974396056714,0.11074191862431168,0,1,1,15346218329.35,1.0772852652813936,0.01577716237036563,0.0005412154146023794,0.005818860255083775,1,2020,7,22,2,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1,1,1,0,0,0,1,1,1,1,0
2020-07-23,9581.072265625,9610.2470703125,9483.00390625,9527.1416015625,18146399002,63.30665501717303,79.12546022136577,57.80382139072827,94.4034499101742,90.78621787360697,-5.5965500898258,3.650714951971172,5.433609026329768,244.88679268328823,9366.2744140625,9271.00830078125,9264.491748046876,9361.0380078125,9040.377524414063,8586.5251953125,9318.959704195278,9289.80683802817,9243.161755296791,29.152866167109096,-14.098924768575497,43.251790935684596,16.306061895051027,26.486834548842776,13.721442544491232,9524.604270078073,9004.379226015679,9264.491748046876,5.615257244652053,1.1085453232046913,166.10654328167652,0.00584848921034431,0.04548562776922371,0.04914953385059628,0.03266927624552407,-0.005045447769291833,0.005831453188377249,0.04797986820697441,0.009172702575300442,0.00823517012701351,0.01276709087130755,0.944034499101742,0.03417138534824268,0.02350532682688231,0.11582648949256398,0,1,1,15599589729.5,1.1632612983201598,0.005628875617188757,0.003045045886165941,0.004606759461658311,1,2020,7,23,3,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1,1,1,0,0,0,1,1,0,1,0
2020-07-24,9536.892578125,9623.3369140625,9481.4541015625,9585.5146484375,16552768325,60.85339727838541,72.19208829980673,56.54411768400617,83.82372559231746,92.35323055449483,-16.176274407682538,3.1772359176934177,4.428193986356231,195.2991466300762,9436.489453125,9300.376171875,9284.711962890626,9355.763125,9069.3253515625,8595.363562011718,9352.487838646004,9308.109485442748,9254.680611093976,44.378353203255756,-2.4034691742092473,46.781822377465005,17.481475918986316,25.422620312340165,12.875458143701918,9562.88197414326,9006.541951637992,9284.711962890626,5.992000879821176,0.9532850505681285,164.37627679727106,-0.004611142289210002,0.017280727842052368,0.0421247363949262,0.027814453277319684,0.023973756484781505,-0.004621806400934839,0.0412616447990354,0.010066718196154198,0.008427153623855151,0.011218216911629893,0.8382372559231747,0.02716084421814012,0.01936020084144665,0.10953917298792183,0,1,1,15812701720.0,1.0468020340928812,0.005098313723699228,0.003965889865610297,0.005813054525712135,0,2020,7,24,4,3,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1,1,1,0,0,0,1,1,1,1,0
2020-07-25,9677.11328125,9704.556640625,9530.2119140625,9539.4853515625,16610070933,65.43208644930061,79.00438007891977,59.48644516826126,95.54208228635244,91.25641926294803,-4.4579177136475545,5.267975182358462,6.647285964477826,202.8873880236446,9539.0658203125,9348.80380859375,9314.8705078125,9355.9947265625,9094.928442382812,8602.930666503906,9402.430214431235,9335.44309994699,9271.246598158918,66.98711448424547,11.474647557481696,55.51246692676377,19.00653829686768,27.019026786416596,11.904216881640151,9624.146112388491,9005.59490323651,9314.8705078125,6.640470295676086,1.0856310166043095,165.08830892335885,0.014702976045533722,0.015931150919850978,0.05656414209108851,0.04726733927879767,0.04450168432753765,0.014595935230040647,0.055022268101493646,0.010254128971288521,0.008865090225170706,0.01143370457146378,0.9554208228635245,0.038888653699875056,0.03432222484861137,0.12486240519506883,0,1,1,15998034959.5,1.0382569468718756,0.014222002542241863,0.0028359034949165256,0.0009582855166083312,1,2020,7,25,5,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,1,1,0,0,0,1,1,1,1,1
2020-07-26,9905.1669921875,10023.8076171875,9652.84765625,9680.234375,20507998997,71.30959701331255,85.66688186441155,63.68537227109243,87.30926765674603,88.89169184513862,-12.690732343253975,8.463865467858774,5.649766063926347,241.56133399332737,9645.1216796875,9426.09775390625,9341.355126953125,9361.02447265625,9123.018266601563,8612.0571875,9479.774334086045,9377.644869742584,9296.106221454156,102.12946434346122,29.6056109146776,72.52385342878362,21.63074265772841,35.72032984346409,10.149827468135864,9743.600171483951,8939.1100824223,9341.355126953125,8.612134729150938,1.2008313376389739,179.79342692436893,0.023566295475673238,0.0338265611173072,0.07831089813748848,0.06776984769983296,0.0810057479472075,0.023292897324558883,0.07539583363167682,0.011468741603397685,0.01038798446283007,0.01186273601415372,0.8730926765674603,0.060356539021579135,0.05812852227026019,0.1501510935812628,0,1,1,16128971746.75,1.271500708105114,0.022708614338850727,0.01197765015911144,0.002764892179162726,1,2020,7,26,6,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,1,1,0,0,0,1,2,1,1,1
2020-07-27,10990.873046875,11298.2216796875,9903.9697265625,9905.2177734375,35359749590,84.67168730566267,94.81155174224114,76.07868574850323,86.08825454836389,89.64653483048744,-13.911745451636103,20.10055249019691,18.79100289075789,371.46062284086855,9938.2236328125,9610.04580078125,9428.284912109375,9385.6648828125,9160.350346679688,8627.616196289062,9712.2510591305,9497.143253233875,9362.567665588307,215.107805896625,66.70604991106708,148.4017559855579,25.784274368261652,56.52613991519399,6.357474772923095,10249.362757990604,8607.207066228146,9428.284912109375,17.417332071216137,1.4515468859646086,266.5404645101283,0.1096100707382146,0.1524585138019725,0.19932294513325788,0.18902333441551344,0.21507997858025063,0.10400866598506177,0.18175718517729794,0.037793226193932196,0.02963413405694954,0.022574045503707157,0.860882545483639,0.16573408094177222,0.17102764525526987,0.2739177076053093,1,1,1,17204976596.5,2.0552047479793267,0.09877789223906838,0.027963987164776456,0.00011355302437551612,1,2020,7,27,0,3,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1,1,1,1,0,1,0,2,0,1,0
