Date,Close,High,Low,Open,Volume,RSI_14,RSI_7,RSI_21,STOCH_K,STOCH_D,WILLIAMS_R,ROC_10,ROC_20,CCI,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_12,EMA_26,EMA_50,MACD,MACD_SIGNAL,MACD_HISTOGRAM,ADX,ADX_POS,ADX_NEG,BB_HIGH,BB_LOW,BB_MID,BB_WIDTH,BB_PERCENT,ATR,RETURN_1D,RETURN_3D,RETURN_7D,RETURN_14D,RETURN_30D,LOG_RETURN_1D,LOG_RETURN_7D,VOLATILITY_7D,VOLATILITY_14D,VOLATILITY_30D,PRICE_POSITION_14D,DIST_SMA_20,DIST_SMA_50,DIST_SMA_200,SMA_CROSS_20_50,SMA_CROSS_50_200,EMA_CROSS_12_26,VOLUME_SMA_20,VOLUME_RATIO,BODY_SIZE,UPPER_WICK,LOWER_WICK,BULLISH_CANDLE,YEAR,MONTH,DAY,DAY_OF_WEEK,QUARTER,IS_WEEKEND,IS_MONDAY,IS_FRIDAY,MONTH_SIN,MONTH_COS,DAY_OF_WEEK_SIN,DAY_OF_WEEK_COS,BULL_MARKET_20,BULL_MARKET_50,BULL_MARKET_200,STRONG_UPTREND,STRONG_DOWNTREND,HIGH_VOLATILITY,LOW_VOLATILITY,MOMENTUM_REGIME,TARGET,TARGET_2D,TARGET_STRONG,compound_mean,compound_std,positive_mean,negative_mean,neutral_mean,total_tweets,engagement_score_sum,sentiment_positive_ratio,sentiment_negative_ratio,sentiment_neutral_ratio,sentiment_volatility,weighted_sentiment,sentiment_ma_7,sentiment_ma_14,sentiment_momentum,compound_mean_lag_1d,sentiment_positive_ratio_lag_1d,sentiment_negative_ratio_lag_1d,sentiment_volatility_lag_1d,weighted_sentiment_lag_1d,compound_mean_lag_3d,sentiment_positive_ratio_lag_3d,sentiment_negative_ratio_lag_3d,sentiment_volatility_lag_3d,weighted_sentiment_lag_3d,compound_mean_lag_7d,sentiment_positive_ratio_lag_7d,sentiment_negative_ratio_lag_7d,sentiment_volatility_lag_7d,weighted_sentiment_lag_7d,sentiment_ma_3d,sentiment_std_3d,sentiment_ma_7d,sentiment_std_7d,sentiment_ma_14d,sentiment_std_14d,sentiment_momentum_3d,sentiment_momentum_7d,sentiment_volatility_interaction,sentiment_rsi_interaction,sentiment_return_interaction,volume_weighted_sentiment
2020-07-18,9159.0400390625,9230.9833984375,9100.82421875,9151.18359375,12252601475,45.71668916818816,41.81449892125629,47.92655439302302,38.456920029710325,36.0300954581717,-61.54307997028968,-2.8562097724683526,0.1690585566976837,-43.28724879202014,9175.7421875,9219.5947265625,9211.31748046875,9394.7158203125,8915.89513671875,8534.130849609375,9207.3003687895,9245.596909270816,9213.858133045618,-38.2965404813167,-34.04073090418213,-4.255809577134563,14.730873503902268,14.928881969912448,19.29455935419992,9389.681326887088,9032.953634050413,9211.31748046875,3.872710864575737,0.3534528088062282,169.83752393435574,0.0008356608977502,-0.0036764358288897,-0.0087990898440781,0.002907395771535,-0.0268598657878285,0.0008353119275824,-0.0088380304312237,0.0039818016493046,0.0125780846838367,0.0137187357659418,0.3845692002971032,-0.0056753489950917,-0.0250859936327654,0.0732247021360972,0,1,0,15506736739.5,0.7901469974523521,0.0008577804310269,0.0078549017220328,0.0054983245826223,1,2020,7,18,5,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,1,0,0,0,1,1,1,1,0,0.4951319640184483,0.1129521207391035,0.5445764087372795,0.0,0.5903919639941182,332,5082,0.6634213093456323,0.0032453573210344,0.2452028323129632,0.2027150908100639,2.8683062055048394,0.4000463293403759,0.3704554758343453,0.0950856346780724,,,,,,,,,,,,,,,,,,,,,,,,0.006227811773098429,-0.04241608209312979,0.0004137624215564762,0.39122703471186293
2020-07-19,9185.8173828125,9201.3984375,9097.6328125,9158.005859375,12939002784,47.09189906758826,46.39436308189071,48.61204255310209,32.464245821199185,35.92079355768672,-67.53575417880081,-0.9932174035872744,-0.054805669911124,-45.83452582544041,9164.262890625,9210.3796875,9211.065625,9384.42388671875,8939.09837890625,8544.059064941406,9203.995294023807,9241.16879619983,9212.758495781574,-37.17350217602325,-34.66728515855036,-2.506217017472892,14.61604869654381,14.258753572359506,18.566521495905285,9389.5585161824,9032.572733817598,9211.065625,3.875618705786842,0.4292738158358972,165.11810258190175,0.0029235971931333,0.0058682116187724,-0.0097755206368241,0.012329260566158,-0.0110035494947865,0.0029193317943758,-0.0098236147251881,0.003780341705283,0.012442809632676,0.0135328748732759,0.3246424582119918,-0.0027410772233532,-0.0211634199716113,0.0751116434230192,0,1,0,15330659524.8,0.8439951825339882,0.0030276590833971,0.0016962077557358,0.0065724196725229,1,2020,7,19,6,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,0,1,1,0,1,0,0.8328712451370985,0.252508164074884,0.9221357805327448,0.0,0.5755541208200363,344,7251,0.888580830091399,0.0,0.3908874061937744,0.3283364611129474,4.232155580509698,0.4593437676645509,0.4026917583339084,0.3735274774725476,0.4951319640184483,0.6634213093456323,0.0032453573210344,0.2027150908100639,2.8683062055048394,,,,,,,,,,,,,,,,,,,0.010363258351770743,-0.048441472891242496,0.0024349800345242582,0.7029393185667955
2020-07-20,9164.2314453125,9214.2705078125,9137.509765625,9187.220703125,13755604146,46.07848036583224,43.19665957516988,48.07635946320477,20.83191465213937,30.584360167682945,-79.16808534786063,-1.2348156853986934,0.2871339557703847,-37.01212862050944,9158.541796875,9198.9220703125,9212.3775390625,9378.48734375,8962.14986328125,8554.95287109375,9197.877778837452,9235.46973317114,9210.855474194552,-37.59195433368768,-35.25221899357783,-2.339735340109854,14.364460453280888,14.345424217721616,17.925500334815297,9389.079544983571,9035.675533141428,9212.3775390625,3.8361868078423087,0.3637647221404343,158.8068625537302,-0.0023499201650132,0.001402941364158,-0.0085878543052472,-0.0225314635113264,-0.0180136343321386,-0.0023526855605594,-0.0086249424168914,0.0036931007762211,0.008278345198003,0.0135036172337159,0.2083191465213937,-0.0052262397568759,-0.0228454643680127,0.0712193957581502,0,1,0,15231649844.9,0.9030935116070684,0.0025085854661886,0.0029516719267643,0.0029158669602531,0,2020,7,20,0,3,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,1,0,0,0,1,1,1,1,1,0.5866137816185678,0.1482544521873238,0.7540264791632579,0.0,0.5966848246051719,52,1448,0.724409187745712,0.0,0.2833706291746604,0.1581861601803324,3.4689423607502325,0.4715442044152914,0.4194635488745967,0.1150695772032763,0.8328712451370985,0.888580830091399,0.0,0.3283364611129474,4.232155580509698,,,,,,,,,,,0.6382056635913715,0.17468041451965197,,,,,-0.05159188197280373,,0.004856191382144452,-0.04600834924581223,-0.001378495554500122,0.5297670999990144
2020-07-21,9374.8876953125,9407.2626953125,9149.3896484375,9162.5146484375,18069581956,56.02435620067609,68.17268094108437,53.34452502920921,79.12268754965385,44.13961600766413,-20.87731245034616,1.4560169687221092,1.5881809201353891,100.13116045819577,9207.073828125,9212.376171875,9219.7056640625,9362.6397265625,8986.187822265625,8565.102888183594,9225.110073679769,9245.796989626057,9217.288110316826,-20.68691594628945,-32.339158384120154,11.652242437830708,14.328375396340816,21.062687680114795,15.935068837608815,9410.07330275504,9029.338025369958,9219.7056640625,4.129581694447708,0.9075851135093166,165.88301857667807,0.0229867885001693,0.0235666243765098,0.0142454594275298,0.0132519105304733,0.0076591409371993,0.0227265724190093,0.0141449463160205,0.009923900095773,0.0098785853271361,0.0141559997547779,0.7912268754965385,0.0168315602367746,0.0013081747357266,0.0945446677874803,0,1,0,15336551424.95,1.1782037209880063,0.0226533963688106,0.0034533747018844,0.0014000167710342,1,2020,7,21,1,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,1,1,0,0,0,1,1,1,1,0,0.2541332674958437,0.2665254847906859,0.4740546563047461,0.0,0.3752098938461664,474,3159,0.5027555116638958,0.1639111550027708,0.4351375353456191,0.266267954239605,1.2484690381915236,0.4162890009483003,0.39296684236613,-0.1621557334524566,0.5866137816185678,0.724409187745712,0.0,0.1581861601803324,3.4689423607502325,0.4951319640184483,0.6634213093456323,0.0032453573210344,0.2027150908100639,2.8683062055048394,,,,,,0.5578727647505034,0.2904375083026126,,,,,-0.3037394972546597,,0.002510477167421595,0.030619786516733218,0.005841707670783908,0.2994207613904434
2020-07-22,9525.36328125,9530.5185546875,9319.6533203125,9375.080078125,16532254884,61.48878209813511,76.70763880368654,56.64385628462718,98.83251616099292,66.26237278759537,-1.167483839007097,2.682728197596076,4.405733361934207,210.34793784784665,9281.86796875,9237.2625,9239.8033203125,9362.55091796875,9012.991079101565,8575.676420898437,9271.30287484442,9266.505603820422,9229.369489569108,4.797271023997382,-24.91187250249665,29.709143526494028,15.11820745630026,24.39308459770858,14.515692909807528,9466.640102026524,9012.966538598475,9239.8033203125,4.909991562598594,1.1294392795995252,169.09603399084395,0.0160509214433297,0.0369641463886296,0.0361723339917872,0.0102913498448875,-0.0127845476553464,0.0159234674311848,0.0355334755553222,0.0105199057406723,0.0094844591278718,0.0127214301404915,0.988325161609929,0.030905415520018,0.0173897439605671,0.1107419186243116,0,1,1,15346218329.35,1.0772852652813936,0.0157771623703656,0.0005412154146023,0.0058188602550837,1,2020,7,22,2,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,1,1,1,0,0,0,1,1,1,1,0,0.4866374032295898,0.3544143373392315,0.7386265973142446,0.0,0.3044126457049863,170,4489,0.6577582688197267,0.00890839784694,0.4276029170333014,0.3035136468565426,2.9729883793631,0.4253008662946856,0.4025023876072439,0.0613365369349042,0.2541332674958437,0.5027555116638958,0.1639111550027708,0.266267954239605,1.2484690381915236,0.8328712451370985,0.888580830091399,0.0,0.3283364611129474,4.232155580509698,,,,,,0.44246148411466707,0.17058562934803123,,,,,0.044175919114922746,,0.004615492561024713,0.11181742173014138,0.007810978730624104,0.5242473040340372
2020-07-23,9581.072265625,9610.2470703125,9483.00390625,9527.1416015625,18146399002,63.30665501717303,79.12546022136577,57.80382139072827,94.4034499101742,90.78621787360696,-5.5965500898258,3.650714951971172,5.433609026329768,244.88679268328823,9366.2744140625,9271.00830078125,9264.491748046876,9361.0380078125,9040.377524414063,8586.5251953125,9318.959704195278,9289.80683802817,9243.161755296793,29.152866167109096,-14.098924768575497,43.2517909356846,16.306061895051027,26.486834548842776,13.721442544491232,9524.604270078073,9004.379226015679,9264.491748046876,5.615257244652053,1.1085453232046911,166.10654328167652,0.0058484892103443,0.0454856277692237,0.0491495338505962,0.032669276245524,-0.0050454477692918,0.0058314531883772,0.0479798682069744,0.0091727025753004,0.0082351701270135,0.0127670908713075,0.944034499101742,0.0341713853482426,0.0235053268268823,0.1158264894925639,0,1,1,15599589729.5,1.1632612983201598,0.0056288756171887,0.0030450458861659,0.0046067594616583,1,2020,7,23,3,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,1,1,1,0,0,0,1,1,0,1,0,0.2767406836237107,0.3629952285484602,0.5756409849118849,0.0,0.479444252381817,69,2929,0.5178271224158072,0.1488395442508595,0.4658587341395223,0.2779133002560353,1.615537514759653,0.4370137045746075,0.4176936700791646,-0.1602730209508967,0.4866374032295898,0.6577582688197267,0.00890839784694,0.3035136468565426,2.9729883793631,0.5866137816185678,0.724409187745712,0.0,0.1581861601803324,3.4689423607502325,,,,,,0.3391704514497147,0.1282093998754798,,,,,-0.06242976782600401,,0.0022790066107072765,0.07364985612394687,0.0016185149022365775,0.3219217269301263
2020-07-24,9536.892578125,9623.3369140625,9481.4541015625,9585.5146484375,16552768325,60.85339727838541,72.19208829980673,56.54411768400617,83.82372559231746,92.35323055449484,-16.176274407682538,3.1772359176934177,4.428193986356231,195.2991466300762,9436.489453125,9300.376171875,9284.711962890626,9355.763125,9069.3253515625,8595.363562011718,9352.487838646004,9308.109485442748,9254.680611093976,44.37835320325576,-2.4034691742092478,46.781822377465005,17.481475918986316,25.422620312340165,12.875458143701918,9562.88197414326,9006.541951637992,9284.711962890626,5.992000879821176,0.9532850505681284,164.37627679727106,-0.00461114228921,0.0172807278420523,0.0421247363949262,0.0278144532773196,0.0239737564847815,-0.0046218064009348,0.0412616447990354,0.0100667181961541,0.0084271536238551,0.0112182169116298,0.8382372559231747,0.0271608442181401,0.0193602008414466,0.1095391729879218,0,1,1,15812701720.0,1.0468020340928812,0.0050983137236992,0.0039658898656102,0.0058130545257121,0,2020,7,24,4,3,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1,1,1,0,0,0,1,1,1,1,0,0.2021399456838734,0.2989126013501477,0.2027039107413466,0.0,0.3116285521375815,479,6891,0.4680932971225823,0.1985733695440843,0.2543957839776515,0.2163020784251182,1.167894326796533,0.4477526129724474,0.4105921402867493,-0.245612667288574,0.2767406836237107,0.5178271224158072,0.1488395442508595,0.2779133002560353,1.615537514759653,0.2541332674958437,0.5027555116638958,0.1639111550027708,0.266267954239605,1.2484690381915236,,,,,,0.32183934417905796,0.1475131103509415,0.44775261297244745,0.22301521923850615,,,-0.11969939849518457,-0.24561266728857406,0.0017034643757957266,0.04387810272676651,-0.000932096051881521,0.21160050631330318
2020-07-25,9677.11328125,9704.556640625,9530.2119140625,9539.4853515625,16610070933,65.43208644930061,79.00438007891977,59.48644516826126,95.54208228635244,91.25641926294804,-4.4579177136475545,5.267975182358462,6.647285964477826,202.8873880236446,9539.0658203125,9348.80380859375,9314.8705078125,9355.9947265625,9094.928442382812,8602.930666503906,9402.430214431237,9335.44309994699,9271.246598158918,66.98711448424547,11.474647557481696,55.51246692676377,19.00653829686768,27.0190267864166,11.904216881640153,9624.146112388493,9005.59490323651,9314.8705078125,6.640470295676086,1.0856310166043095,165.08830892335885,0.0147029760455337,0.0159311509198509,0.0565641420910885,0.0472673392787976,0.0445016843275376,0.0145959352300406,0.0550222681014936,0.0102541289712885,0.0088650902251707,0.0114337045714637,0.9554208228635244,0.038888653699875,0.0343222248486113,0.1248624051950688,0,1,1,15998034959.5,1.0382569468718756,0.0142220025422418,0.0028359034949165,0.0009582855166083,1,2020,7,25,5,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,1,1,0,0,0,1,1,1,1,1,0.2544405760663028,0.2926976577715682,0.2738966544111933,0.0,0.5245938351838094,437,4959,0.502960384044202,0.1637062826224647,0.3810462999789364,0.3029403811679086,1.242382934000527,0.4133681289792838,0.4067072291598298,-0.158927552912981,0.2021399456838734,0.4680932971225823,0.1985733695440843,0.2163020784251182,1.167894326796533,0.4866374032295898,0.6577582688197267,0.00890839784694,0.3035136468565426,2.9729883793631,0.4951319640184483,0.6634213093456323,0.0032453573210344,0.2027150908100639,2.8683062055048394,0.24444040179129564,0.0382925598444399,0.4133681289792838,0.2328316343064674,,,0.010000174275007184,-0.158927552912981,0.0022556386637721834,0.07853097932130067,0.0037410336949146457,0.2641746956669208
2020-07-26,9905.1669921875,10023.8076171875,9652.84765625,9680.234375,20507998997,71.30959701331255,85.66688186441155,63.68537227109243,87.30926765674603,88.89169184513862,-12.690732343253975,8.463865467858774,5.649766063926347,241.56133399332737,9645.1216796875,9426.09775390625,9341.355126953124,9361.02447265625,9123.018266601564,8612.0571875,9479.774334086043,9377.644869742584,9296.106221454156,102.12946434346122,29.6056109146776,72.52385342878362,21.63074265772841,35.72032984346409,10.149827468135864,9743.600171483951,8939.1100824223,9341.355126953124,8.612134729150938,1.200831337638974,179.79342692436893,0.0235662954756732,0.0338265611173072,0.0783108981374884,0.0677698476998329,0.0810057479472075,0.0232928973245588,0.0753958336316768,0.0114687416033976,0.01038798446283,0.0118627360141537,0.8730926765674603,0.0603565390215791,0.0581285222702601,0.1501510935812628,0,1,1,16128971746.75,1.271500708105114,0.0227086143388507,0.0119776501591114,0.0027648921791627,1,2020,7,26,6,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,1,1,0,0,0,1,2,1,1,1,0.8750290760333739,0.2806436932157443,0.8819089194137865,0.0,0.5545962604196616,260,1663,0.916686050688916,0.0,0.3002714956088183,0.3354690931334403,4.478393396823559,0.4193906762501803,0.4393672219573656,0.4556383997831936,0.2544405760663028,0.502960384044202,0.1637062826224647,0.3029403811679086,1.242382934000527,0.2767406836237107,0.5178271224158072,0.1488395442508595,0.2779133002560353,1.615537514759653,0.8328712451370985,0.888580830091399,0.0,0.3283364611129474,4.232155580509698,0.44386986592785,0.3743094138927237,0.4193906762501803,0.24568187005498066,,,0.4311592101055239,0.4556383997831936,0.009089788446359178,0.37293033970404854,0.020621193755607798,1.1126000897889985
2020-07-27,10990.873046875,11298.2216796875,9903.9697265625,9905.2177734375,35359749590,84.67168730566267,94.81155174224114,76.07868574850323,86.08825454836389,89.64653483048744,-13.911745451636104,20.10055249019691,18.79100289075789,371.46062284086855,9938.2236328125,9610.04580078125,9428.284912109377,9385.6648828125,9160.350346679688,8627.616196289062,9712.2510591305,9497.143253233877,9362.567665588307,215.107805896625,66.70604991106708,148.4017559855579,25.78427436826165,56.52613991519399,6.357474772923095,10249.362757990604,8607.207066228146,9428.284912109377,17.417332071216137,1.4515468859646086,266.5404645101283,0.1096100707382146,0.1524585138019725,0.1993229451332578,0.1890233344155134,0.2150799785802506,0.1040086659850617,0.1817571851772979,0.0377932261939321,0.0296341340569495,0.0225740455037071,0.860882545483639,0.1657340809417722,0.1710276452552698,0.2739177076053093,1,1,1,17204976596.5,2.0552047479793267,0.0987778922390683,0.0279639871647764,0.0001135530243755,1,2020,7,27,0,3,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1,1,1,1,0,1,0,2,0,1,0,0.3796212711106244,0.2320596993866472,0.4238570291225095,0.0,0.47360774646955,195,1830,0.5864141807404163,0.0802524859262504,0.2661835858133634,0.2794675882191216,2.16654045307246,0.3898203176061884,0.4306822610107398,-0.010199046495564,0.8750290760333739,0.916686050688916,0.0,0.3354690931334403,4.478393396823559,0.2021399456838734,0.4680932971225823,0.1985733695440843,0.2163020784251182,1.167894326796533,0.5866137816185678,0.724409187745712,0.0,0.1581861601803324,3.4689423607502325,0.503030307736767,0.3281841926625798,0.3898203176061884,0.23439805299463046,,,-0.12340903662614267,-0.010199046495564024,0.011249747638961813,0.26324220013051525,0.041610314380166484,0.7801994388205025
